fighter,stance,win_loss_ratio,average_rounds,average_time_seconds,most_common_method,height_inches,weight_lbs,height_meters,weight_kg,past_fights
Song Kenan,Orthodox,1.25,2.2222222222222223,226.0,U-DEC,72.0,170.0,1.83,77.11,"[{'wl': 'loss', 'opponent': 'Kevin Jousset', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Rolando Bedoya', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Ian Machado Garry', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '3', 'time': '4:22'}, {'wl': 'loss', 'opponent': 'Max Griffin', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '2:20'}, {'wl': 'win', 'opponent': 'Callan Potter', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '2:20'}, {'wl': 'win', 'opponent': 'Derrick Krantz', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Alex Morono', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Hector Aldana', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '2', 'time': '4:45'}, {'wl': 'win', 'opponent': 'Bobby Nash', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '0:15'}]"
Song Yadong,Orthodox,3.333333333333333,3.0,259.0,U-DEC,68.0,135.0,1.73,61.23,"[{'wl': 'loss', 'opponent': 'Petr Yan', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Chris Gutierrez', 'method': 'U-DEC', 'round': '5', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Ricky Simon', 'method': 'KO/TKO\n \n\n\n Punch', 'round': '5', 'time': '1:10'}, {'wl': 'loss', 'opponent': 'Cory Sandhagen', 'method': 'KO/TKO', 'round': '4', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Marlon Moraes', 'method': 'KO/TKO\n \n\n\n Punch', 'round': '1', 'time': '2:06'}, {'wl': 'win', 'opponent': 'Julio Arce', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '2', 'time': '1:35'}, {'wl': 'win', 'opponent': 'Casey Kenney', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Kyler Phillips', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Marlon Vera', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'draw', 'opponent': 'Cody Stamann', 'method': 'M-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Alejandro Perez', 'method': 'KO/TKO\n \n\n\n Punch', 'round': '1', 'time': '2:04'}, {'wl': 'win', 'opponent': 'Vince Morales', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Felipe Arantes', 'method': 'KO/TKO\n \n\n\n Elbow', 'round': '2', 'time': '4:59'}, {'wl': 'win', 'opponent': 'Bharat Kandare', 'method': 'SUB\n \n\n\n Guillotine Choke', 'round': '1', 'time': '4:16'}]"
Chael Sonnen,Southpaw,1.1111111111111112,2.3157894736842106,236.0,U-DEC,73.0,205.0,1.85,92.99,"[{'wl': 'loss', 'opponent': 'Rashad Evans', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '4:05'}, {'wl': 'win', 'opponent': 'Mauricio Rua', 'method': 'SUB\n \n\n\n Guillotine Choke', 'round': '1', 'time': '4:47'}, {'wl': 'loss', 'opponent': 'Jon Jones', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '4:33'}, {'wl': 'loss', 'opponent': 'Anderson Silva', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '2', 'time': '1:55'}, {'wl': 'win', 'opponent': 'Michael Bisping', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Brian Stann', 'method': 'SUB\n \n \n\n Arm Triangle', 'round': '2', 'time': '3:51'}, {'wl': 'loss', 'opponent': 'Anderson Silva', 'method': 'SUB\n \n\n\n Triangle Armbar', 'round': '5', 'time': '3:10'}, {'wl': 'win', 'opponent': 'Nate Marquardt', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Yushin Okami', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Dan Miller', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Demian Maia', 'method': 'SUB\n \n \n\n Triangle Choke', 'round': '1', 'time': '2:37'}, {'wl': 'win', 'opponent': 'Paulo Filho', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Bryan Baker', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Paulo Filho', 'method': 'SUB\n \n \n\n Armbar', 'round': '2', 'time': '4:55'}, {'wl': 'loss', 'opponent': 'Jeremy Horn', 'method': 'SUB\n \n \n\n Armbar', 'round': '2', 'time': '1:17'}, {'wl': 'win', 'opponent': 'Trevor Prangley', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Renato Sobral', 'method': 'SUB\n \n \n\n Triangle Choke', 'round': '2', 'time': '1:20'}, {'wl': 'win', 'opponent': 'Alex Stiebling', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Forrest Griffin', 'method': 'SUB\n \n \n\n Triangle Choke', 'round': '1', 'time': '2:25'}]"
Cody Sons,,,,,,69.0,205.0,1.75,92.99,[]
Jin Soo Son,Orthodox,0.0,3.0,300.0,U-DEC,66.0,135.0,1.68,61.23,"[{'wl': 'loss', 'opponent': 'Mario Bautista', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Petr Yan', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Emiliano Sordi,Orthodox,0.0,1.0,26.0,SUB Guillotine Choke,74.0,205.0,1.88,92.99,"[{'wl': 'loss', 'opponent': 'Ryan Spann', 'method': 'SUB\n \n \n\n Guillotine Choke', 'round': '1', 'time': '0:26'}]"
Sean Soriano,Orthodox,,,,,69.0,145.0,1.75,65.77,[]
Punahele Soriano,Southpaw,1.25,2.2222222222222223,240.0,U-DEC,71.0,185.0,1.8,83.91,"[{'wl': 'win', 'opponent': 'Miguel Baeza', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Dustin Stoltzfus', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '2', 'time': '4:10'}, {'wl': 'loss', 'opponent': 'Roman Kopylov', 'method': 'KO/TKO\n \n \n\n Kick', 'round': '2', 'time': '3:19'}, {'wl': 'win', 'opponent': 'Dalcha Lungiambula', 'method': 'KO/TKO\n \n\n\n Punch', 'round': '2', 'time': '0:28'}, {'wl': 'loss', 'opponent': 'Nick Maximov', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Brendan Allen', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Dusko Todorovic', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '4:48'}, {'wl': 'win', 'opponent': 'Oskar Piechota', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '3:17'}, {'wl': 'win', 'opponent': 'Jamie Pickett', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Dmitry Sosnovskiy,Orthodox,,2.0,269.0,SUB Rear Naked Choke,75.0,240.0,1.91,108.86,"[{'wl': 'win', 'opponent': 'Mark Godbeer', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '2', 'time': '4:29'}]"
Ben Sosoli,Southpaw,0.0,5.0,516.0,Overturned,72.0,265.0,1.83,120.2,"[{'wl': 'loss', 'opponent': 'Marcos Rogerio de Lima', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '1:28'}, {'wl': 'nc', 'opponent': 'Greg Hardy', 'method': 'Overturned', 'round': '3', 'time': '5:00'}, {'wl': 'nc', 'opponent': 'Dustin Joynson', 'method': 'CNC', 'round': '1', 'time': '2:08'}]"
Krzysztof Soszynski,Open Stance,1.2,2.0,199.0,KO/TKO Punches,73.0,205.0,1.85,92.99,"[{'wl': 'loss', 'opponent': 'Igor Pokrajac', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '0:35'}, {'wl': 'win', 'opponent': 'Mike Massenzio', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Goran Reljic', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Stephan Bonnar', 'method': 'KO/TKO\n \n\n\n Punches', 'round': '2', 'time': '3:08'}, {'wl': 'win', 'opponent': 'Stephan Bonnar', 'method': 'KO/TKO', 'round': '3', 'time': '1:04'}, {'wl': 'loss', 'opponent': 'Brandon Vera', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Andre Gusmao', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '3:17'}, {'wl': 'win', 'opponent': 'Brian Stann', 'method': 'SUB\n \n\n\n Kimura', 'round': '1', 'time': '3:53'}, {'wl': 'win', 'opponent': 'Shane Primm', 'method': 'SUB\n \n\n\n Kimura', 'round': '2', 'time': '3:27'}, {'wl': 'loss', 'opponent': 'Ben Rothwell', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '0:13'}, {'wl': 'loss', 'opponent': 'Ben Rothwell', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '3:59'}, {'wl': 'draw', 'opponent': 'Mike Kyle', 'method': 'CNC', 'round': '1', 'time': '2:02'}]"
George Sotiropoulos,Orthodox,1.4,2.25,175.0,U-DEC,70.0,155.0,1.78,70.31,"[{'wl': 'loss', 'opponent': 'KJ Noons', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Ross Pearson', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '3', 'time': '0:41'}, {'wl': 'loss', 'opponent': 'Rafael Dos Anjos', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '0:59'}, {'wl': 'loss', 'opponent': 'Dennis Siver', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Joe Lauzon', 'method': 'SUB\n \n\n\n Kimura', 'round': '2', 'time': '2:43'}, {'wl': 'win', 'opponent': 'Kurt Pellegrino', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Joe Stevenson', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Jason Dent', 'method': 'SUB\n \n \n\n Armbar', 'round': '2', 'time': '4:36'}, {'wl': 'win', 'opponent': 'George Roop', 'method': 'SUB\n \n \n\n Kimura', 'round': '2', 'time': '1:59'}, {'wl': 'win', 'opponent': 'Roman Mitichyan', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '2', 'time': '2:24'}, {'wl': 'win', 'opponent': 'Billy Miles', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '1', 'time': '1:36'}, {'wl': 'loss', 'opponent': 'Shinya Aoki', 'method': 'DQ', 'round': '2', 'time': '0:05'}]"
Greg Soto,Orthodox,0.5,2.333333333333333,205.0,SUB Kimura,71.0,170.0,1.8,77.11,"[{'wl': 'loss', 'opponent': 'Daniel Roberts', 'method': 'SUB\n \n \n\n Kimura', 'round': '1', 'time': '3:45'}, {'wl': 'win', 'opponent': 'Nick Osipczak', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Matthew Riddle', 'method': 'DQ', 'round': '3', 'time': '1:30'}]"
Alex Soto,Southpaw,0.0,2.0,178.0,KO/TKO Punches,68.0,135.0,1.73,61.23,"[{'wl': 'loss', 'opponent': 'Francisco Rivera', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Michael McDonald', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '0:56'}]"
Joe Soto,Orthodox,0.6,2.25,156.0,SUB Calf Slicer,66.0,135.0,1.68,61.23,"[{'wl': 'loss', 'opponent': 'Iuri Alcantara', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '1:06'}, {'wl': 'loss', 'opponent': 'Brett Johns', 'method': 'SUB\n \n \n\n Calf Slicer', 'round': '1', 'time': '0:30'}, {'wl': 'win', 'opponent': 'Rani Yahya', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Marco Beltran', 'method': 'SUB\n \n \n\n Heel Hook', 'round': '1', 'time': '1:37'}, {'wl': 'win', 'opponent': 'Chris Beal', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '3', 'time': '3:39'}, {'wl': 'loss', 'opponent': 'Michinori Tanaka', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Anthony Birchak', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '1:37'}, {'wl': 'loss', 'opponent': 'TJ Dillashaw', 'method': 'KO/TKO\n \n \n\n Kick', 'round': '5', 'time': '2:20'}]"
Mario Soto,,,,,,72.0,145.0,1.83,65.77,[]
Andre Soukhamthath,Orthodox,,,,,69.0,135.0,1.75,61.23,[]
Mario Sousa,Orthodox,0.5,2.333333333333333,174.0,KO/TKO Elbows,75.0,185.0,1.91,83.91,"[{'wl': 'loss', 'opponent': 'Ikram Aliskerov', 'method': 'SUB\n \n \n\n Kimura', 'round': '1', 'time': '2:09'}, {'wl': 'loss', 'opponent': 'Chidi Njokuani', 'method': 'KO/TKO\n \n \n\n Elbows', 'round': '3', 'time': '1:35'}, {'wl': 'win', 'opponent': 'Mariusz Ksiazkiewicz', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Bobby Southworth,Orthodox,0.75,2.7142857142857144,227.0,U-DEC,74.0,205.0,1.88,92.99,"[{'wl': 'loss', 'opponent': 'Renato Sobral', 'method': 'KO/TKO', 'round': '1', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Anthony Ruiz', 'method': 'U-DEC', 'round': '5', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Anthony Ruiz', 'method': 'KO/TKO', 'round': '2', 'time': '0:52'}, {'wl': 'win', 'opponent': 'Bill Mahood', 'method': 'SUB\n \n \n\n Injury', 'round': '1', 'time': '1:15'}, {'wl': 'win', 'opponent': 'Vernon White', 'method': 'U-DEC', 'round': '5', 'time': '5:00'}, {'wl': 'nc', 'opponent': 'James Irvin', 'method': 'CNC', 'round': '1', 'time': '0:17'}, {'wl': 'loss', 'opponent': 'Sam Hoger', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Vitor Belfort', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '1', 'time': '4:09'}]"
Jacare Souza,Orthodox,2.111111111111111,2.25,225.0,U-DEC,73.0,185.0,1.85,83.91,"[{'wl': 'loss', 'opponent': 'Andre Muniz', 'method': 'SUB\n \n \n\n Armbar', 'round': '1', 'time': '3:59'}, {'wl': 'loss', 'opponent': 'Kevin Holland', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '1:45'}, {'wl': 'loss', 'opponent': 'Jan Blachowicz', 'method': 'S-DEC', 'round': '5', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Jack Hermansson', 'method': 'U-DEC', 'round': '5', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Chris Weidman', 'method': 'KO/TKO\n \n\n\n Punches', 'round': '3', 'time': '2:46'}, {'wl': 'loss', 'opponent': 'Kelvin Gastelum', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Derek Brunson', 'method': 'KO/TKO\n \n\n\n Kick', 'round': '1', 'time': '3:50'}, {'wl': 'loss', 'opponent': 'Robert Whittaker', 'method': 'KO/TKO\n \n \n\n Kick', 'round': '2', 'time': '3:28'}, {'wl': 'win', 'opponent': 'Tim Boetsch', 'method': 'SUB\n \n\n\n Kimura', 'round': '1', 'time': '3:41'}, {'wl': 'win', 'opponent': 'Vitor Belfort', 'method': 'KO/TKO\n \n\n\n Punches', 'round': '1', 'time': '4:38'}, {'wl': 'loss', 'opponent': 'Yoel Romero', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Chris Camozzi', 'method': 'SUB\n \n \n\n Armbar', 'round': '1', 'time': '2:33'}, {'wl': 'win', 'opponent': 'Gegard Mousasi', 'method': 'SUB\n \n\n\n Guillotine Choke', 'round': '3', 'time': '4:30'}, {'wl': 'win', 'opponent': 'Francis Carmont', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Yushin Okami', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '2:47'}, {'wl': 'win', 'opponent': 'Chris Camozzi', 'method': 'SUB\n \n\n\n Arm Triangle', 'round': '1', 'time': '3:37'}, {'wl': 'win', 'opponent': 'Ed Herman', 'method': 'SUB\n \n \n\n Kimura', 'round': '1', 'time': '3:10'}, {'wl': 'win', 'opponent': 'Derek Brunson', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '0:41'}, {'wl': 'win', 'opponent': 'Bristol Marunde', 'method': 'SUB\n \n \n\n Arm Triangle', 'round': '3', 'time': '2:43'}, {'wl': 'loss', 'opponent': 'Luke Rockhold', 'method': 'U-DEC', 'round': '5', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Robbie Lawler', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '3', 'time': '2:00'}, {'wl': 'win', 'opponent': 'Tim Kennedy', 'method': 'U-DEC', 'round': '5', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Joey Villasenor', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Matt Lindland', 'method': 'SUB\n \n \n\n Arm Triangle', 'round': '1', 'time': '4:18'}, {'wl': 'nc', 'opponent': 'Jason Miller', 'method': 'CNC', 'round': '1', 'time': '2:33'}, {'wl': 'loss', 'opponent': 'Gegard Mousasi', 'method': 'KO/TKO\n \n \n\n Kick', 'round': '1', 'time': '2:15'}, {'wl': 'win', 'opponent': 'Zelg Galesic', 'method': 'SUB\n \n \n\n Armbar', 'round': '1', 'time': '1:27'}, {'wl': 'win', 'opponent': 'Jason Miller', 'method': 'U-DEC', 'round': '2', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Ian Murphy', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '1', 'time': '3:38'}]"
Edimilson Souza,Orthodox,3.0,2.0,199.0,S-DEC,72.0,145.0,1.83,65.77,"[{'wl': 'loss', 'opponent': 'Chas Skelly', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '2', 'time': '1:56'}, {'wl': 'win', 'opponent': 'Katsunori Kikuno', 'method': 'KO/TKO\n \n\n\n Punch', 'round': '1', 'time': '1:31'}, {'wl': 'win', 'opponent': 'Mark Eddiva', 'method': 'KO/TKO\n \n\n\n Punches', 'round': '2', 'time': '4:52'}, {'wl': 'win', 'opponent': 'Felipe Arantes', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}]"
Livinha Souza,Orthodox,1.0,2.333333333333333,250.0,U-DEC,63.0,115.0,1.6,52.16,"[{'wl': 'loss', 'opponent': 'Randa Markos', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Amanda Lemos', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '3:39'}, {'wl': 'win', 'opponent': 'Ashley Yoder', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Brianna Fortino', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Sarah Frota', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Alex Chambers', 'method': 'SUB\n \n \n\n Guillotine Choke', 'round': '1', 'time': '1:21'}]"
Bruno Souza,Orthodox,0.0,3.0,300.0,U-DEC,70.0,145.0,1.78,65.77,"[{'wl': 'loss', 'opponent': 'Luis Saldana', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Melsik Baghdasaryan', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Charon Spain,,0.0,2.0,174.0,SUB Arm Triangle,69.0,155.0,1.75,70.31,"[{'wl': 'loss', 'opponent': 'Bobby Green', 'method': 'SUB\n \n \n\n Arm Triangle', 'round': '2', 'time': '2:54'}]"
Chris Spang,Orthodox,1.0,2.5,276.0,U-DEC,74.0,170.0,1.88,77.11,"[{'wl': 'loss', 'opponent': 'Adlan Amagov', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Nah-Shon Burrell', 'method': 'KO/TKO\n \n \n\n Knees', 'round': '1', 'time': '3:25'}, {'wl': 'loss', 'opponent': 'Ricky Legere Jr.', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Joe Ray', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Andreas Spang,,,1.0,190.0,KO/TKO,73.0,185.0,1.85,83.91,"[{'wl': 'win', 'opponent': 'Willie Parks', 'method': 'KO/TKO', 'round': '1', 'time': '3:10'}]"
Ryan Spann,Orthodox,1.3333333333333333,1.5714285714285714,163.0,SUB Guillotine Choke,77.0,205.0,1.96,92.99,"[{'wl': 'loss', 'opponent': 'Bogdan Guskov', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '2', 'time': '3:16'}, {'wl': 'loss', 'opponent': 'Anthony Smith', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Nikita Krylov', 'method': 'SUB\n \n \n\n Triangle Choke', 'round': '1', 'time': '3:38'}, {'wl': 'win', 'opponent': 'Dominick Reyes', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '1:20'}, {'wl': 'win', 'opponent': 'Ion Cutelaba', 'method': 'SUB\n \n\n\n Guillotine Choke', 'round': '1', 'time': '2:22'}, {'wl': 'loss', 'opponent': 'Anthony Smith', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '1', 'time': '3:47'}, {'wl': 'win', 'opponent': 'Misha Cirkunov', 'method': 'KO/TKO\n \n\n\n Punches', 'round': '1', 'time': '1:11'}, {'wl': 'loss', 'opponent': 'Johnny Walker', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '2:43'}, {'wl': 'win', 'opponent': 'Sam Alvey', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Devin Clark', 'method': 'SUB\n \n \n\n Guillotine Choke', 'round': '2', 'time': '2:01'}, {'wl': 'win', 'opponent': 'Rogerio Nogueira', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '2:07'}, {'wl': 'win', 'opponent': 'Luis Henrique', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Emiliano Sordi', 'method': 'SUB\n \n \n\n Guillotine Choke', 'round': '1', 'time': '0:26'}, {'wl': 'loss', 'opponent': 'Karl Roberson', 'method': 'KO/TKO\n \n \n\n Elbows', 'round': '1', 'time': '0:15'}]"
Ron Sparks,,,,,,77.0,265.0,1.96,120.2,[]
Tommy Speer,Orthodox,0.5,1.0,148.0,KO/TKO Punches,70.0,170.0,1.78,77.11,"[{'wl': 'loss', 'opponent': 'Anthony Johnson', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '0:51'}, {'wl': 'loss', 'opponent': 'Mac Danzig', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '1', 'time': '2:01'}, {'wl': 'win', 'opponent': 'Sidney Silva', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '4:33'}]"
Patrick Speight,Orthodox,0.0,2.0,279.0,KO/TKO Punches,73.0,170.0,1.85,77.11,"[{'wl': 'loss', 'opponent': 'Brett Cooper', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '2', 'time': '4:39'}]"
Sean Spencer,Orthodox,0.6,2.875,243.0,U-DEC,70.0,170.0,1.78,77.11,"[{'wl': 'loss', 'opponent': 'Yancy Medeiros', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '2', 'time': '0:49'}, {'wl': 'loss', 'opponent': 'Mike Pyle', 'method': 'KO/TKO\n \n\n\n Elbow', 'round': '3', 'time': '4:25'}, {'wl': 'loss', 'opponent': 'Cathal Pendred', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Paulo Thiago', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Alex Garcia', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Drew Dober', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Yuri Villefort', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Rafael Natal', 'method': 'SUB\n \n \n\n Arm Triangle', 'round': '3', 'time': '2:13'}]"
Felicia Spencer,Orthodox,1.0,2.6666666666666665,264.0,U-DEC,66.0,145.0,1.68,65.77,"[{'wl': 'win', 'opponent': 'Leah Letson', 'method': 'KO/TKO\n \n \n\n Elbows', 'round': '3', 'time': '4:25'}, {'wl': 'loss', 'opponent': 'Norma Dumont', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Amanda Nunes', 'method': 'U-DEC', 'round': '5', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Zarah Fairn', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '3:37'}, {'wl': 'loss', 'opponent': 'Cristiane Justino', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Megan Anderson', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '1', 'time': '3:24'}]"
Sam Spengler,Orthodox,0.5,1.3333333333333333,169.0,KO/TKO Punches,71.0,185.0,1.8,83.91,"[{'wl': 'loss', 'opponent': 'Joey Armstrong', 'method': 'KO/TKO', 'round': '1', 'time': '2:56'}, {'wl': 'loss', 'opponent': 'Seth Kleinbeck', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '2', 'time': '2:55'}, {'wl': 'win', 'opponent': 'Frank Megallon', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '2:38'}]"
Nick Sperling,,,,,,,135.0,,61.23,[]
