fighter,stance,win_loss_ratio,average_rounds,average_time_seconds,most_common_method,height_inches,weight_lbs,height_meters,weight_kg
Forrest Griffin,Orthodox,2.0,2.2777777777777777,234.0,U-DEC,75.0,205.0,1.91,92.99
Tyson Griffin,Orthodox,1.5,2.4,252.0,U-DEC,66.0,145.0,1.68,65.77
Max Griffin,Orthodox,1.0,2.75,253.0,U-DEC,71.0,170.0,1.8,77.11
Jordan Griffin,Southpaw,0.5,2.5,275.0,U-DEC,70.0,145.0,1.78,65.77
Chad Griggs,Orthodox,1.5,1.2,178.0,KO/TKO,73.0,205.0,1.85,92.99
Chuck Grigsby,Orthodox,0.0,1.0,255.0,KO/TKO Punches,78.0,205.0,1.98,92.99
Rodrigo Gripp de Sousa,Orthodox,0.0,2.0,74.0,KO/TKO,71.0,205.0,1.8,92.99
Maxim Grishin,Orthodox,0.6666666666666666,2.8,299.0,U-DEC,75.0,205.0,1.91,92.99
Josh Grispi,Orthodox,1.0,1.75,175.0,U-DEC,71.0,145.0,1.8,65.77
Garrett Gross,Orthodox,0.0,2.0,133.0,SUB Rear Naked Choke,69.0,155.0,1.75,70.31
Kendall Grove,Orthodox,,,,None,78.0,185.0,1.98,83.91
Neil Grove,Orthodox,0.0,1.0,63.0,SUB Heel Hook,78.0,265.0,1.98,120.2
Chris Gruetzemacher,Orthodox,1.0,2.25,210.0,KO/TKO,68.0,155.0,1.73,70.31
Vik Grujic,Orthodox,,,,None,71.0,170.0,1.8,77.11
Mike Grundy,Orthodox,0.3333333333333333,2.25,234.0,SUB Anaconda Choke,67.0,145.0,1.7,65.77
Wang Guan,Orthodox,,3.0,300.0,S-DEC,69.0,145.0,1.75,65.77
Nandor Guelmino,,0.0,2.0,164.0,SUB Arm Triangle,75.0,230.0,1.91,104.33
Fabricio Guerreiro,,,,,None,70.0,145.0,1.78,65.77
Shannon Gugerty,Orthodox,0.6666666666666666,1.8,181.0,SUB Guillotine Choke,70.0,155.0,1.78,70.31
Clay Guida,Orthodox,1.0526315789473684,2.6923076923076925,237.0,U-DEC,67.0,155.0,1.7,70.31
Jason Guida,,0.0,3.0,300.0,U-DEC,70.0,214.0,1.78,97.07
Melvin Guillard,Orthodox,1.3333333333333333,1.8095238095238095,189.0,KO/TKO Punch,69.0,155.0,1.75,70.31
Chris Guillen,Orthodox,0.0,1.0,220.0,KO/TKO Elbows,72.0,240.0,1.83,108.86
Marcelo Guimaraes,Orthodox,1.0,2.5,227.0,S-DEC,72.0,185.0,1.83,83.91
Leonardo Guimaraes,Orthodox,0.0,3.0,293.0,SUB Rear Naked Choke,72.0,185.0,1.83,83.91
Brad Gumm,Orthodox,0.0,4.0,600.0,U-DEC,71.0,170.0,1.8,77.11
John Gunderson,Orthodox,0.5,3.0,300.0,U-DEC,69.0,155.0,1.75,70.31
John Gunther,Orthodox,1.0,2.0,208.0,SUB Rear Naked Choke,69.0,155.0,1.75,70.31
Jorge Gurgel,Orthodox,0.625,2.769230769230769,257.0,U-DEC,67.0,155.0,1.7,70.31
Fabio Gurgel,Orthodox,0.0,1.0,900.0,U-DEC,72.0,205.0,1.83,92.99
Andre Gusmao,Orthodox,0.0,2.0,248.0,KO/TKO Punch,72.0,205.0,1.83,92.99
Alexander Gustafsson,Orthodox,1.25,2.4444444444444446,188.0,KO/TKO Punches,77.0,205.0,1.96,92.99
Justin Guthrie,,,,,None,73.0,170.0,1.85,77.11
Horacio Gutierrez,,0.0,2.0,226.0,KO/TKO Punches,70.0,145.0,1.78,65.77
Chris Gutierrez,Orthodox,2.6666666666666665,3.0,290.0,U-DEC,69.0,145.0,1.75,65.77
Mike Guymon,Orthodox,0.3333333333333333,1.5,210.0,SUB Anaconda Choke,72.0,170.0,1.83,77.11
Chelsea Hackett,Switch,0.0,2.0,281.0,KO/TKO Punches,64.0,125.0,1.63,56.7
Keith Hackney,Sideways,1.0,1.0,193.0,SUB Armbar,71.0,200.0,1.8,90.72
Jake Hadley,Southpaw,1.0,2.3333333333333335,218.0,U-DEC,67.0,125.0,1.7,56.7
Steve Hadsel,,,1.0,17.0,KO/TKO,68.0,170.0,1.73,77.11
Damir Hadzovic,Orthodox,0.8,2.4444444444444446,210.0,U-DEC,69.0,155.0,1.75,70.31
Tim Hague,Orthodox,0.25,1.8,177.0,KO/TKO Punch,76.0,260.0,1.93,117.93
Yazan Hajeh,Orthodox,0.0,1.0,117.0,KO/TKO Punches,69.0,145.0,1.75,65.77
Stoney Hale,,,3.0,300.0,S-DEC,72.0,,1.83,
Kevin Haley,,,,,None,74.0,205.0,1.88,92.99
Mark Hall,Orthodox,1.3333333333333333,1.0,183.0,KO/TKO,72.0,190.0,1.83,86.18
Uriah Hall,Orthodox,1.1111111111111112,2.3684210526315788,208.0,KO/TKO Punches,72.0,185.0,1.83,83.91
Ryan Hall,Southpaw,5.0,2.3333333333333335,275.0,U-DEC,70.0,145.0,1.78,65.77
Dennis Hallman,Orthodox,1.0,1.8333333333333333,197.0,KO/TKO Punches,69.0,155.0,1.75,70.31
Piotr Hallmann,Orthodox,0.5,2.6666666666666665,206.0,KO/TKO,69.0,155.0,1.75,70.31
Tony Halme,Orthodox,0.0,1.0,56.0,SUB Rear Naked Choke,75.0,300.0,1.91,136.08
Brandon Halsey,,,,,None,72.0,185.0,1.83,83.91
John Halverson,Southpaw,0.0,2.0,159.0,KO/TKO Punches,69.0,155.0,1.75,70.31
Seo Hee Ham,Southpaw,0.3333333333333333,3.0,300.0,U-DEC,62.0,115.0,1.57,52.16
Frank Hamaker,,,1.0,292.0,SUB Keylock,,,,
Kazuhiro Hamanaka,Southpaw,1.0,2.0,378.0,KO/TKO Kicks,72.0,185.0,1.83,83.91
Matt Hamill,Orthodox,2.0,2.2666666666666666,239.0,U-DEC,73.0,205.0,1.85,92.99
Jeremy Hamilton,,0.0,3.0,300.0,U-DEC,,185.0,,83.91
Anthony Hamilton,Orthodox,0.42857142857142855,1.7,167.0,KO/TKO Punches,77.0,260.0,1.96,117.93
CJ Hamilton,Switch,0.0,3.0,300.0,U-DEC,67.0,125.0,1.7,56.7
Jared Hamman,Orthodox,0.6,1.875,167.0,KO/TKO Punches,75.0,185.0,1.91,83.91
James Hammortree,Orthodox,0.0,3.0,300.0,U-DEC,75.0,185.0,1.91,83.91
Dean Hancock,,,,,None,,155.0,,70.31
Joachim Hansen,Southpaw,1.2857142857142858,1.6875,248.0,U-DEC,67.0,150.0,1.7,68.04
Kay Hansen,Orthodox,0.3333333333333333,3.0,261.0,U-DEC,62.0,115.0,1.57,52.16
Nasrat Haqparast,Southpaw,2.25,2.6153846153846154,246.0,U-DEC,70.0,155.0,1.78,70.31
Janay Harding,,,,,None,,135.0,,61.23
Antoni Hardonk,Orthodox,1.0,1.75,159.0,KO/TKO Punches,76.0,245.0,1.93,111.13
Dan Hardy,Orthodox,1.5,2.6,262.0,U-DEC,72.0,170.0,1.83,77.11
Greg Hardy,Orthodox,1.2,1.9090909090909092,168.0,KO/TKO Punches,77.0,265.0,1.96,120.2
Baru Harn,,0.0,1.0,279.0,SUB Neck Crank,,265.0,,120.2
Scott Harper,Orthodox,0.0,1.0,277.0,KO/TKO Punches,72.0,185.0,1.83,83.91
Gerry Harris,Orthodox,0.0,1.0,65.0,KO/TKO Elbows,80.0,270.0,2.03,122.47
Gerald Harris,Southpaw,4.0,2.6,249.0,KO/TKO Punches,71.0,185.0,1.8,83.91
Phil Harris,Orthodox,0.3333333333333333,2.5,265.0,U-DEC,64.0,125.0,1.63,56.7
Walt Harris,Southpaw,0.6666666666666666,1.8,195.0,KO/TKO Punches,77.0,250.0,1.96,113.4
Dhafir Harris,,,,,None,,257.0,,116.57
Trevor Harris,,,1.0,139.0,SUB Rear Naked Choke,66.0,145.0,1.68,65.77
Carlston Harris,Orthodox,2.0,1.6666666666666667,180.0,SUB Anaconda Choke,72.0,170.0,1.83,77.11
Collin Hart,Orthodox,0.0,3.0,300.0,U-DEC,73.0,185.0,1.85,83.91
Dale Hartt,Orthodox,0.5,1.3333333333333333,145.0,SUB Rear Naked Choke,70.0,155.0,1.78,70.31
Luke Hartwig,,0.0,2.0,180.0,KO/TKO,,,,
Clay Harvison,Orthodox,0.5,2.0,155.0,S-DEC,73.0,170.0,1.85,77.11
Hidehiko Hasegawa,,0.0,2.0,300.0,U-DEC,69.0,170.0,1.75,77.11
Chris Haseman,Orthodox,0.0,2.5,245.0,KO/TKO Punches,71.0,205.0,1.8,92.99
Takayo Hashi,Orthodox,0.0,5.0,300.0,U-DEC,64.0,135.0,1.63,61.23
Tomohiko Hashimoto,Orthodox,0.0,1.0,36.0,KO/TKO Knee,72.0,250.0,1.83,113.4
Justin Haskins,Orthodox,0.0,2.5,105.0,KO/TKO Punches,70.0,170.0,1.78,77.11
Hayder Hassan,,0.5,1.6666666666666667,124.0,SUB Anaconda Choke,70.0,170.0,1.78,77.11
Daiki Hata,Orthodox,0.5,2.0,300.0,U-DEC,66.0,139.0,1.68,63.05
John Hathaway,Orthodox,3.5,2.7777777777777777,270.0,U-DEC,73.0,170.0,1.85,77.11
Phil Hawes,Orthodox,1.0,1.6,204.0,KO/TKO Punches,72.0,185.0,1.83,83.91
Justin Hawes,,0.0,1.0,88.0,KO/TKO Punches,71.0,205.0,1.8,92.99
Chris Hawk,,0.0,1.0,47.0,KO/TKO,73.0,205.0,1.85,92.99
Del Hawkins,Orthodox,0.0,2.0,117.0,SUB Armbar,65.0,135.0,1.65,61.23
Tommy Hayden,Southpaw,0.0,1.0,263.0,SUB Guillotine Choke,69.0,145.0,1.75,65.77
Mike Hayes,Orthodox,,3.0,300.0,U-DEC,76.0,230.0,1.93,104.33
Ryan Hayes,,,,,None,,,,
Gerric Hayes,,0.0,3.0,300.0,S-DEC,70.0,,1.78,
Josh Haynes,Orthodox,0.0,2.3333333333333335,239.0,KO/TKO Punches,69.0,170.0,1.75,77.11
Dustin Hazelett,Orthodox,1.0,1.5,176.0,SUB Armbar,73.0,170.0,1.85,77.11
James Head,Orthodox,0.6666666666666666,1.8,200.0,SUB Rear Naked Choke,73.0,170.0,1.85,77.11
Pat Healy,Orthodox,1.1428571428571428,3.0,278.0,U-DEC,72.0,155.0,1.83,70.31
Ryan Healy,Orthodox,0.0,3.0,300.0,U-DEC,73.0,155.0,1.85,70.31
Spencer Hearns,,,3.0,180.0,M-DEC,71.0,185.0,1.8,83.91
David Heath,Orthodox,0.6666666666666666,2.0,250.0,S-DEC,71.0,205.0,1.8,92.99
Chris Heatherly,Orthodox,0.0,1.0,214.0,SUB Omoplata,69.0,155.0,1.75,70.31
Jake Hecht,Orthodox,0.5,2.0,141.0,KO/TKO Elbows,72.0,170.0,1.83,77.11
Nick Hein,Southpaw,1.0,2.625,293.0,U-DEC,66.0,155.0,1.68,70.31
Ian Heinisch,Orthodox,1.0,2.375,247.0,U-DEC,71.0,185.0,1.8,83.91
Marcin Held,Orthodox,0.3333333333333333,3.0,226.0,U-DEC,69.0,155.0,1.75,70.31
Delson Heleno,Orthodox,0.0,1.0,261.0,KO/TKO Punches,71.0,185.0,1.8,83.91
Matt Helm,,,,,None,,155.0,,70.31
Elisha Helsper,Orthodox,0.0,3.0,300.0,U-DEC,66.0,135.0,1.68,61.23
Dan Henderson,Orthodox,1.8,2.261904761904762,221.0,U-DEC,71.0,185.0,1.8,83.91
Benson Henderson,Southpaw,4.0,3.45,238.0,U-DEC,69.0,170.0,1.75,77.11
Ron Henderson,,,,,None,70.0,125.0,1.78,56.7
Josh Hendricks,Southpaw,0.0,1.0,61.0,KO/TKO Punch,74.0,235.0,1.88,106.59
Johny Hendricks,Southpaw,1.875,2.652173913043478,209.0,U-DEC,69.0,185.0,1.75,83.91
Cory Hendricks,,0.0,3.0,300.0,M-DEC,75.0,205.0,1.91,92.99
Luis Henrique,Orthodox,0.5,2.6666666666666665,228.0,U-DEC,74.0,243.0,1.88,110.22
Diego Henrique da Silva,Orthodox,0.0,3.0,300.0,U-DEC,74.0,185.0,1.88,83.91
Danny Henry,Orthodox,1.0,1.5,152.0,SUB Anaconda Choke,72.0,145.0,1.83,65.77
Victor Henry,Switch,3.0,3.5,267.0,U-DEC,67.0,135.0,1.7,61.23
TJ Hepburn,,,,,None,67.0,155.0,1.7,70.31
Jai Herbert,Orthodox,0.5,2.8333333333333335,249.0,U-DEC,73.0,155.0,1.85,70.31
Ed Herman,Orthodox,1.0,2.3461538461538463,207.0,U-DEC,73.0,205.0,1.85,92.99
Dave Herman,Orthodox,0.5,1.5,151.0,KO/TKO Punches,76.0,242.0,1.93,109.77
Jack Hermansson,Orthodox,1.8333333333333333,2.588235294117647,216.0,U-DEC,73.0,185.0,1.85,83.91
Noe Hernandez,Orthodox,0.0,1.0,720.0,U-DEC,,,,
Joe Hernandez,,,,,None,,,,
Ramiro Hernandez,Orthodox,0.0,2.0,185.0,SUB Rear Naked Choke,69.0,135.0,1.75,61.23
Alexander Hernandez,Orthodox,0.8571428571428571,2.230769230769231,220.0,U-DEC,69.0,155.0,1.75,70.31
Anthony Hernandez,Orthodox,3.0,2.375,151.0,SUB Anaconda Choke,72.0,185.0,1.83,83.91
Nohelin Hernandez,Orthodox,0.0,2.5,188.0,SUB Rear Naked Choke,70.0,135.0,1.78,61.23
Carlos Hernandez,Orthodox,1.5,2.4,230.0,S-DEC,68.0,125.0,1.73,56.7
Paul Herrera,Orthodox,0.0,1.0,13.0,KO/TKO Elbows,70.0,185.0,1.78,83.91
Chris Herrera,,,,,None,70.0,185.0,1.78,83.91
Geane Herrera,Orthodox,0.3333333333333333,2.75,292.0,U-DEC,65.0,125.0,1.65,56.7
Alvaro Herrera Mendoza,Orthodox,,,,None,72.0,155.0,1.83,70.31
Felice Herrig,Orthodox,1.0,2.4,244.0,U-DEC,64.0,115.0,1.63,52.16
Heath Herring,Orthodox,,,,None,76.0,250.0,1.93,113.4
Jon Hess,,,1.0,83.0,KO/TKO Knees,79.0,295.0,2.01,133.81
Clint Hester,Orthodox,1.3333333333333333,2.2857142857142856,247.0,KO/TKO Elbow,74.0,205.0,1.88,92.99
Brandon Hester,,,,,None,73.0,205.0,1.85,92.99
Jimy Hettes,Southpaw,1.0,2.3333333333333335,234.0,U-DEC,69.0,145.0,1.75,65.77
Conor Heun,Orthodox,0.3333333333333333,3.0,268.0,U-DEC,70.0,155.0,1.78,70.31
Marcus Hicks,Southpaw,1.0,1.8333333333333333,194.0,SUB Guillotine Choke,66.0,155.0,1.68,70.31
Jay Hieron,Orthodox,1.0,2.25,183.0,U-DEC,72.0,170.0,1.83,77.11
Brady Hiestand,Orthodox,3.0,3.0,243.0,S-DEC,68.0,135.0,1.73,61.23
Lee Higgins,,0.0,3.0,281.0,SUB Rear Naked Choke,,155.0,,70.31
Jason High,Southpaw,1.6,1.9230769230769231,190.0,U-DEC,68.0,155.0,1.73,70.31
Richie Hightower,Orthodox,0.0,1.0,260.0,KO/TKO Punch,68.0,170.0,1.73,77.11
Alex Higley,,,,,None,70.0,145.0,1.78,65.77
Corey Hill,Orthodox,0.5,2.0,98.0,KO/TKO Punches,76.0,155.0,1.93,70.31
Isaiah Hill,,0.5,1.0,132.0,SUB Keylock,70.0,155.0,1.78,70.31
Angela Hill,Orthodox,0.9230769230769231,2.92,282.0,U-DEC,63.0,115.0,1.6,52.16
Tyler Hill,Switch,0.0,2.0,128.0,KO/TKO Punch,75.0,170.0,1.91,77.11
Jamahal Hill,Southpaw,3.5,2.3333333333333335,209.0,KO/TKO Punches,76.0,205.0,1.93,92.99
Kailan Hill,Southpaw,0.0,3.0,300.0,U-DEC,73.0,185.0,1.85,83.91
Branden Lee Hinkle,Orthodox,0.5,1.0,276.0,KO/TKO Punches,75.0,235.0,1.91,106.59
Hatsu Hioki,Orthodox,0.8,2.6666666666666665,291.0,U-DEC,71.0,145.0,1.8,65.77
Alan Hiro,Orthodox,,,,None,65.0,135.0,1.65,61.23
Kuniyoshi Hironaka,Orthodox,0.5,1.7777777777777777,258.0,KO/TKO,70.0,168.0,1.78,76.2
Mizuto Hirota,Orthodox,0.14285714285714285,3.125,309.0,U-DEC,67.0,155.0,1.7,70.31
Yuji Hisamatsu,,,,,None,70.0,185.0,1.78,83.91
Kwan Ho Kwak,Switch,0.0,2.0,274.0,KO/TKO Punches,65.0,135.0,1.65,61.23
Matt Hobar,Southpaw,0.5,2.3333333333333335,255.0,U-DEC,70.0,135.0,1.78,61.23
Bobby Hoffman,Orthodox,0.0,3.0,386.0,Overturned,74.0,245.0,1.88,111.13
Sam Hoger,Orthodox,0.6666666666666666,2.8,265.0,U-DEC,74.0,205.0,1.88,92.99
Andrew Holbrook,Southpaw,0.6666666666666666,1.8,184.0,S-DEC,71.0,155.0,1.8,70.31
Sean Holden,,,,,None,70.0,170.0,1.78,77.11
Chris Holdsworth,,,2.5,215.0,SUB Rear Naked Choke,71.0,135.0,1.8,61.23
Kevin Holland,Orthodox,,,,None,75.0,185.0,1.91,83.91
Roger Hollett,Orthodox,0.0,3.0,300.0,U-DEC,71.0,205.0,1.8,92.99
Max Holloway,Orthodox,3.142857142857143,3.3793103448275863,261.0,U-DEC,71.0,145.0,1.8,65.77
Gabrielle Holloway,,,,,None,63.0,145.0,1.6,65.77
Jeremie Holloway,,,,,None,72.0,170.0,1.83,77.11
Holly Holm,Southpaw,1.1428571428571428,3.6666666666666665,248.0,U-DEC,68.0,135.0,1.73,61.23
Rex Holman,Southpaw,0.0,1.0,240.0,KO/TKO Punches,75.0,205.0,1.91,92.99
Joseph Holmes,Orthodox,0.6666666666666666,2.0,183.0,SUB Rear Naked Choke,76.0,185.0,1.93,83.91
Kurt Holobaugh,Orthodox,0.16666666666666666,2.7142857142857144,251.0,U-DEC,71.0,155.0,1.8,70.31
Paddy Holohan,Orthodox,1.5,2.4,267.0,U-DEC,70.0,125.0,1.78,56.7
Ben Holscher,,,2.0,233.0,SUB Rear Naked Choke,71.0,155.0,1.8,70.31
Mark Holst,Orthodox,0.0,2.0,292.0,SUB Triangle Choke,72.0,155.0,1.83,70.31
Scott Holtzman,Orthodox,1.1666666666666667,2.6923076923076925,264.0,U-DEC,69.0,155.0,1.75,70.31
Sabah Homasi,Orthodox,0.0,1.5,208.0,KO/TKO Punches,72.0,170.0,1.83,77.11
Mark Hominick,Orthodox,1.1666666666666667,2.1538461538461537,204.0,U-DEC,68.0,145.0,1.73,65.77
Barb Honchak,Orthodox,0.0,2.5,256.0,S-DEC,64.0,125.0,1.63,56.7
Chris Honeycutt,,,,,None,70.0,170.0,1.78,77.11
Satoshi Honma,Orthodox,0.5,1.6666666666666667,388.0,KO/TKO Punches,73.0,205.0,1.85,92.99
David Hood,,0.0,1.0,31.0,SUB Guillotine Choke,72.0,200.0,1.83,90.72
Lorenzo Hood,Southpaw,0.0,1.0,296.0,KO/TKO Knee,75.0,265.0,1.91,120.2
Dan Hooker,Switch,1.625,2.2857142857142856,213.0,U-DEC,72.0,145.0,1.83,65.77
Chase Hooper,Southpaw,,,,None,73.0,145.0,1.85,65.77
Darrell Horcher,Southpaw,0.3333333333333333,2.25,277.0,SUB Guillotine Choke,70.0,155.0,1.78,70.31
Moti Horenstein,Orthodox,0.0,1.0,152.0,KO/TKO Punches,76.0,230.0,1.93,104.33
Yoshinori Horie,Orthodox,0.0,3.0,249.0,KO/TKO Kick,68.0,145.0,1.73,65.77
Kyoji Horiguchi,Orthodox,7.0,2.875,282.0,U-DEC,65.0,125.0,1.65,56.7
Jeremy Horn,Orthodox,1.125,2.0,244.0,U-DEC,73.0,185.0,1.85,83.91
Matt Horning,,0.0,3.0,130.0,KO/TKO,64.0,125.0,1.63,56.7
Chris Horodecki,Orthodox,1.5,2.4,197.0,S-DEC,69.0,155.0,1.75,70.31
Jamey-Lyn Horth,,1.0,3.0,300.0,S-DEC,67.0,125.0,1.7,56.7
Matt Horwich,Orthodox,0.0,3.0,300.0,U-DEC,73.0,185.0,1.85,83.91
John Hosman,Southpaw,0.0,2.0,214.0,SUB North-South Choke,70.0,135.0,1.78,61.23
Saeed Hosseini,,0.0,1.0,83.0,KO/TKO Elbows,,,,
Jeff Hougland,Orthodox,0.3333333333333333,2.75,256.0,U-DEC,67.0,135.0,1.7,61.23
Trey Houston,,,2.0,88.0,SUB Arm Triangle,71.0,185.0,1.8,83.91
Jamie Houston,,,,,None,,185.0,,83.91
Brian Houston,Orthodox,0.0,2.0,174.0,S-DEC,74.0,185.0,1.88,83.91
Harold Howard,Orthodox,0.5,1.0,78.0,KO/TKO Punches,74.0,240.0,1.88,108.86
John Howard,Orthodox,1.0,2.642857142857143,243.0,S-DEC,67.0,170.0,1.7,77.11
Shane Howell,Orthodox,0.0,2.0,218.0,SUB Rear Naked Choke,68.0,125.0,1.73,56.7
Hu Yaozong,Orthodox,0.0,2.6666666666666665,246.0,SUB Arm Triangle,75.0,185.0,1.91,83.91
Carlos Huachin,Southpaw,0.0,2.5,294.0,KO/TKO Elbows,64.0,135.0,1.63,61.23
Brady Huang,Orthodox,0.0,1.0,39.0,KO/TKO,69.0,135.0,1.75,61.23
Austin Hubbard,Orthodox,0.8,2.5555555555555554,276.0,U-DEC,70.0,155.0,1.78,70.31
Collin Huckbody,Orthodox,,1.0,88.0,SUB Arm Triangle,75.0,185.0,1.91,83.91
Alex Huddleston,,,,,None,79.0,254.0,2.01,115.21
Roger Huerta,Orthodox,3.0,2.625,198.0,KO/TKO Punches,69.0,155.0,1.75,70.31
Casey Huffman,,0.0,1.0,179.0,KO/TKO,75.0,185.0,1.91,83.91
Matt Hughes,Switch,2.5714285714285716,2.04,223.0,KO/TKO Punches,69.0,170.0,1.75,77.11
Mark Hughes,Southpaw,,2.0,300.0,U-DEC,69.0,205.0,1.75,92.99
Jeff Hughes,Orthodox,0.3333333333333333,2.25,334.0,SUB Scarf Hold,74.0,250.0,1.88,113.4
Sam Hughes,Orthodox,0.6,2.75,291.0,U-DEC,65.0,115.0,1.65,52.16
David Hulett,,0.0,3.0,300.0,U-DEC,70.0,170.0,1.78,77.11
Bryan Humes,,,,,None,,265.0,,120.2
Abongo Humphrey,Orthodox,0.3333333333333333,2.0,177.0,SUB Guillotine Choke,71.0,205.0,1.8,92.99
Harry Hunsucker,Orthodox,0.0,1.0,110.0,KO/TKO Kick,74.0,241.0,1.88,109.32
Mark Hunt,Orthodox,0.9285714285714286,2.3703703703703702,225.0,KO/TKO Punch,70.0,265.0,1.78,120.2
Alex Hunter,Orthodox,,1.0,435.0,S-DEC,69.0,226.0,1.75,102.51
Adam Hunter,Orthodox,,,,None,73.0,185.0,1.85,83.91
Joe Hurley,,0.0,1.6666666666666667,105.0,SUB Triangle Choke,68.0,155.0,1.73,70.31
Solomon Hutcherson,Southpaw,0.0,1.0,255.0,KO/TKO Punch,71.0,185.0,1.8,83.91
Al Iaquinta,Orthodox,,,,None,70.0,155.0,1.78,70.31
Khadis Ibragimov,Orthodox,0.0,2.5,243.0,U-DEC,75.0,205.0,1.91,92.99
Minoki Ichihara,Orthodox,0.0,1.0,308.0,SUB Armbar,67.0,178.0,1.7,80.74
Dan Ige,Orthodox,1.8333333333333333,2.7058823529411766,239.0,U-DEC,67.0,145.0,1.7,65.77
Valeri Ignatov,Orthodox,0.0,2.0,239.0,KO/TKO Elbows,69.0,170.0,1.75,77.11
Sergey Ignatov,Orthodox,0.0,1.0,517.0,SUB Rear Naked Choke,69.0,210.0,1.75,95.25
Fabiano Iha,Orthodox,0.6,1.5,175.0,KO/TKO Punches,68.0,155.0,1.73,70.31
Seichi Ikemoto,Orthodox,0.0,1.75,279.0,U-DEC,71.0,168.0,1.8,76.2
Mikhail Iloukhine,Orthodox,0.0,1.0,386.0,KO/TKO Knee,69.0,205.0,1.75,92.99
Zelim Imadaev,Orthodox,0.0,2.6666666666666665,291.0,KO/TKO Punch,72.0,170.0,1.83,77.11
Yusuke Imamura,Orthodox,0.0,1.0,109.0,SUB Guillotine Choke,68.0,220.0,1.73,99.79
Masakazu Imanari,Southpaw,0.8,2.0,228.0,U-DEC,64.0,139.0,1.63,63.05
Nassourdine Imavov,Orthodox,3.0,3.625,282.0,U-DEC,75.0,185.0,1.91,83.91
Brad Imes,Orthodox,0.0,3.0,272.0,S-DEC,79.0,265.0,2.01,120.2
Chris Indich,,0.0,2.0,297.0,KO/TKO Punch,70.0,170.0,1.78,77.11
Chris Inman,,,,,None,,,,
Guto Inocente,Orthodox,0.5,1.6666666666666667,245.0,KO/TKO Punches,75.0,205.0,1.91,92.99
Enson Inoue,Orthodox,0.75,1.0,341.0,SUB Armbar,70.0,210.0,1.78,95.25
Egan Inoue,Southpaw,0.5,1.6666666666666667,266.0,KO/TKO Punches,69.0,190.0,1.75,86.18
Katsuya Inoue,Southpaw,0.0,1.0,405.0,KO/TKO,69.0,168.0,1.75,76.2
Takeshi Inoue,,1.0,2.25,317.0,KO/TKO,68.0,145.0,1.73,65.77
Naoki Inoue,Orthodox,1.0,3.0,300.0,S-DEC,69.0,125.0,1.75,56.7
Inoue Mizuki,Orthodox,2.0,3.0,300.0,U-DEC,63.0,125.0,1.6,56.7
Jorge Interiano,,1.0,1.5,163.0,SUB Armbar,73.0,205.0,1.85,92.99
Jason Ireland,Southpaw,0.0,3.0,153.0,SUB Armbar,69.0,161.0,1.75,73.03
James Irvin,Orthodox,0.6666666666666666,1.3,114.0,KO/TKO Punch,74.0,205.0,1.88,92.99
Eric Irvin,,,,,None,68.0,155.0,1.73,70.31
Mitsuhiro Ishida,Southpaw,2.5,1.8571428571428572,238.0,U-DEC,66.0,154.0,1.68,69.85
Teruto Ishihara,Southpaw,0.6,2.5,266.0,U-DEC,67.0,135.0,1.7,61.23
Satoshi Ishii,Orthodox,1.0,2.25,262.0,U-DEC,71.0,240.0,1.8,108.86
Yuki Ishikawa,Orthodox,0.0,1.0,112.0,KO/TKO Punches,71.0,205.0,1.8,92.99
Eiji Ishikawa,,0.0,2.0,300.0,U-DEC,70.0,170.0,1.78,77.11
Tokimitsu Ishizawa,Orthodox,0.3333333333333333,1.25,205.0,SUB Gi Choke,72.0,185.0,1.83,83.91
Damir Ismagulov,Orthodox,2.5,3.0,300.0,U-DEC,70.0,155.0,1.78,70.31
Wallid Ismail,Orthodox,0.3333333333333333,2.25,179.0,U-DEC,67.0,205.0,1.7,92.99
Leandro Issa,Orthodox,0.6666666666666666,2.6,276.0,U-DEC,67.0,135.0,1.7,61.23
Blagoy Ivanov,Southpaw,0.6,3.25,300.0,U-DEC,71.0,250.0,1.8,113.4
Anthony Ivy,Orthodox,0.0,2.0,179.0,KO/TKO Punches,74.0,185.0,1.88,83.91
Tomomi Iwama,Orthodox,0.0,1.0,60.0,KO/TKO Punch,63.0,155.0,1.6,70.31
Tatsuya Iwasaki,Orthodox,0.0,1.0,76.0,KO/TKO Kick,69.0,205.0,1.75,92.99
Yoislandy Izquierdo,Southpaw,0.0,2.5,194.0,SUB Guillotine Choke,71.0,155.0,1.8,70.31
Hiroshi Izumi,Orthodox,2.0,2.3333333333333335,226.0,KO/TKO Punches,,205.0,,92.99
Yves Jabouin,Orthodox,0.8571428571428571,2.230769230769231,274.0,S-DEC,67.0,135.0,1.7,61.23
Kevin Jackson,Switch,1.0,1.0,192.0,SUB Armbar,70.0,199.0,1.78,90.26
Eugene Jackson,Orthodox,1.2,1.6363636363636365,179.0,KO/TKO Punch,68.0,185.0,1.73,83.91
Quinton Jackson,Orthodox,2.1,2.193548387096774,273.0,U-DEC,73.0,205.0,1.85,92.99
Jeremy Jackson,Orthodox,0.0,2.0,94.0,SUB Armbar,70.0,170.0,1.78,77.11
Damon Jackson,Switch,1.5,2.7,266.0,U-DEC,71.0,145.0,1.8,65.77
Kenyon Jackson,,,,,None,72.0,185.0,1.83,83.91
